SDSID,SDSFEATURENAME,SDSFEATUREDESCRIPTION,SDSMETADATAID,DISTANCEMARKCATEGORY,DISTANCEMARKERIDPK,CATDIS,WTWDIS,UNLOCD,HUNITS,SORDAT,DIS_REF,WATERWAY,RULEID,LOL,Pool,VertDatum
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_1728_rm,1,172.800000000000011,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.000000000000000,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_1731_rm,1,173.099999999999994,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.000000000000000,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_1732_rm,1,173.200000000000017,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.000000000000000,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_1733_rm,1,173.300000000000011,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.000000000000000,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_2144_rm,1,214.400000000000006,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.136263736263743,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_2146_rm,1,214.599999999999994,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.137728937728923,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_2147_rm,1,214.700000000000017,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.138461538461513,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_2148_rm,1,214.800000000000011,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.139194139194160,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_2151_rm,1,215.099999999999994,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.141391941391930,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_2152_rm,1,215.200000000000017,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.142124542124520,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_2154_rm,1,215.400000000000006,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.143589743589757,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_2155_rm,1,215.500000000000000,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.144322344322347,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_2156_rm,1,215.599999999999994,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.145054945054937,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_2158_rm,1,215.800000000000011,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.146520146520118,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_2159_rm,1,215.900000000000006,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.147252747252764,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_2162_rm,1,216.200000000000017,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.149450549450535,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_2163_rm,1,216.300000000000011,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.150183150183125,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_2165_rm,1,216.500000000000000,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.151648351648362,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_2166_rm,1,216.599999999999994,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.152380952380952,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_2167_rm,1,216.700000000000017,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.153113553113542,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_MAR_2553_rm,1,255.300000000000011,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,482.800000000000011,MA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_MAR_2555_rm,1,255.500000000000000,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,482.800000000000011,MA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_MAR_2556_rm,1,255.599999999999994,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,482.800000000000011,MA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_MAR_2557_rm,1,255.700000000000017,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,482.800000000000011,MA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_MAR_2559_rm,1,255.900000000000006,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,482.800000000000011,MA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_MAR_2561_rm,1,256.100000000000023,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,482.800000000000011,MA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_MAR_2563_rm,1,256.300000000000011,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,482.800000000000011,MA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_MAR_2564_rm,1,256.399999999999977,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,482.800000000000011,MA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_MAR_2565_rm,1,256.500000000000000,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,482.800000000000011,MA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_MAR_2567_rm,1,256.699999999999989,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,482.800000000000011,MA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_MAR_2568_rm,1,256.800000000000011,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,482.800000000000011,MA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_MAR_2571_rm,1,257.100000000000023,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,482.800000000000011,MA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_MAR_2572_rm,1,257.199999999999989,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,482.800000000000011,MA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_MAR_2574_rm,1,257.399999999999977,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,482.800000000000011,MA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_MAR_2575_rm,1,257.500000000000000,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,482.800000000000011,MA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_MAR_2576_rm,1,257.600000000000023,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,482.800000000000011,MA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_1735_rm,1,173.500000000000000,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.000000000000000,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_1737_rm,1,173.700000000000017,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.000000000000000,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_1738_rm,1,173.800000000000011,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.000000000000000,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_1739_rm,1,173.900000000000006,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.000000000000000,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_1742_rm,1,174.200000000000017,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.000000000000000,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_1743_rm,1,174.300000000000011,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.000000000000000,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_1745_rm,1,174.500000000000000,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.000000000000000,PE,NGVD1929
