SDSID,SDSFEATURENAME,SDSFEATUREDESCRIPTION,SDSMETADATAID,DISTANCEMARKCATEGORY,DISTANCEMARKERIDPK,CATDIS,WTWDIS,UNLOCD,HUNITS,SORDAT,DIS_REF,WATERWAY,RULEID,LOL,Pool,VertDatum
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_1741_rm,1,174.099999999999994,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.000000000000000,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_1744_rm,1,174.400000000000006,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.000000000000000,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_1748_rm,1,174.800000000000011,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.000000000000000,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_LAG_0995_rm,1,99.500000000000000,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,429.070322580645154,LA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_LAG_0999_rm,1,99.900000000000006,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,429.072903225806442,LA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_LAG_1003_rm,1,100.299999999999997,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,429.075483870967730,LA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_LAG_1007_rm,1,100.700000000000003,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,429.078064516129018,LA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_LAG_1011_rm,1,101.100000000000009,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,429.080645161290306,LA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_LAG_1014_rm,1,101.400000000000006,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,429.082580645161272,LA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_LAG_1018_rm,1,101.799999999999997,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,429.085161290322560,LA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_LAG_1378_rm,1,137.800000000000011,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,429.523255813953483,LA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_MAR_2680_rm,1,268.000000000000000,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,2,482.800000000000011,MA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_MAR_2650_rm,1,265.000000000000000,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,2,482.800000000000011,MA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_MAR_2503_rm,1,250.300000000000011,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,482.800000000000011,MA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_MAR_2507_rm,1,250.700000000000017,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,482.800000000000011,MA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_MAR_2511_rm,1,251.099999999999994,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,482.800000000000011,MA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_MAR_2515_rm,1,251.500000000000000,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,482.800000000000011,MA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_MAR_2518_rm,1,251.800000000000011,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,482.800000000000011,MA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_MAR_2522_rm,1,252.200000000000017,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,482.800000000000011,MA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_MAR_2526_rm,1,252.599999999999994,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,482.800000000000011,MA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_LAG_1097_rm,1,109.700000000000003,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,429.136129032258054,LA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_LAG_1102_rm,1,110.200000000000003,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,429.139354838709664,LA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_LAG_0814_rm,1,81.400000000000006,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,429.000000000000000,LA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_LAG_0817_rm,1,81.700000000000003,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,429.000000000000000,LA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_LAG_0822_rm,1,82.200000000000003,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,429.000000000000000,LA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_LAG_0825_rm,1,82.500000000000000,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,429.000000000000000,LA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_LAG_0828_rm,1,82.799999999999997,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,429.000000000000000,LA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_LAG_0833_rm,1,83.299999999999997,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,429.000000000000000,LA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_LAG_1174_rm,1,117.400000000000006,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,429.185806451612905,LA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_LAG_1178_rm,1,117.799999999999997,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,429.188387096774193,LA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_LAG_1182_rm,1,118.200000000000003,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,429.190967741935481,LA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_LAG_1186_rm,1,118.600000000000009,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,429.193548387096769,LA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_LAG_1189_rm,1,118.900000000000006,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,429.195483870967735,LA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_LAG_1193_rm,1,119.299999999999997,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,429.198064516129023,LA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_LAG_1197_rm,1,119.700000000000003,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,429.201744186046483,LA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_DRE_2854_rm,1,285.400000000000034,,5,20130522,Confluence with the Upper Mississippi River,DES PLAINES RIVER,1,504.500000000000000,DR,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_DRE_2857_rm,1,285.699999999999989,,5,20130522,Confluence with the Upper Mississippi River,DES PLAINES RIVER,1,504.500000000000000,DR,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_LAG_1578_rm,1,157.800000000000011,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.000000000000000,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_1613_rm,1,161.300000000000011,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.000000000000000,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_1616_rm,1,161.599999999999994,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.000000000000000,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_1621_rm,1,162.099999999999994,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.000000000000000,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_1624_rm,1,162.400000000000006,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.000000000000000,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_1627_rm,1,162.700000000000017,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.000000000000000,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_1632_rm,1,163.200000000000017,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.000000000000000,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_2043_rm,1,204.300000000000011,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.062271062271066,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_2047_rm,1,204.700000000000017,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.065201465201483,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_LAG_1404_rm,1,140.400000000000006,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,429.583720930232573,LA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_LAG_0968_rm,1,96.799999999999997,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,429.052903225806460,LA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_LAG_0974_rm,1,97.400000000000006,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,429.056774193548392,LA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_LAG_0977_rm,1,97.700000000000003,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,429.058709677419358,LA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_LAG_0982_rm,1,98.200000000000003,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,429.061935483870968,LA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_LAG_0985_rm,1,98.500000000000000,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,429.063870967741934,LA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_LAG_0988_rm,1,98.799999999999997,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,429.065806451612900,LA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_LAG_0993_rm,1,99.299999999999997,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,429.069032258064510,LA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_2051_rm,1,205.099999999999994,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.068131868131843,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_2055_rm,1,205.500000000000000,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.071062271062260,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_2058_rm,1,205.800000000000011,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.073260073260087,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_2062_rm,1,206.200000000000017,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.076190476190447,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_2066_rm,1,206.599999999999994,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.079120879120865,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_MAR_2452_rm,1,245.200000000000017,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,482.800000000000011,MA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_MAR_2456_rm,1,245.599999999999994,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,482.800000000000011,MA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_MAR_2459_rm,1,245.900000000000006,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,482.800000000000011,MA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_LAG_1408_rm,1,140.800000000000011,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,429.593023255813932,LA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_LAG_1412_rm,1,141.200000000000017,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,429.602325581395348,LA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_LAG_1416_rm,1,141.599999999999994,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,429.611627906976707,LA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_LAG_1419_rm,1,141.900000000000006,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,429.618604651162798,LA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_LAG_1423_rm,1,142.300000000000011,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,429.627906976744157,LA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_2011_rm,1,201.099999999999994,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.038827838827842,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_2015_rm,1,201.500000000000000,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.041758241758259,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_SRK_2401_rm,1,240.099999999999994,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,458.500000000000000,SR,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_SRK_2405_rm,1,240.500000000000000,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,458.500000000000000,SR,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_SRK_2408_rm,1,240.800000000000011,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,458.500000000000000,SR,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_SRK_2413_rm,1,241.300000000000011,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,458.500000000000000,SR,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_SRK_2416_rm,1,241.599999999999994,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,458.500000000000000,SR,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_SRK_2419_rm,1,241.900000000000006,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,458.500000000000000,SR,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_SRK_2424_rm,1,242.400000000000006,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,458.500000000000000,SR,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_DRE_2809_rm,1,280.900000000000034,,5,20130522,Confluence with the Upper Mississippi River,DES PLAINES RIVER,1,504.500000000000000,DR,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_DRE_2813_rm,1,281.300000000000011,,5,20130522,Confluence with the Upper Mississippi River,DES PLAINES RIVER,1,504.500000000000000,DR,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_LAG_1105_rm,1,110.500000000000000,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,429.141290322580630,LA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_LAG_1109_rm,1,110.900000000000006,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,429.143870967741918,LA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_LAG_1113_rm,1,111.299999999999997,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,429.146451612903206,LA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_LAG_1116_rm,1,111.600000000000009,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,429.148387096774172,LA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_LAG_1121_rm,1,112.100000000000009,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,429.151612903225782,LA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_LAG_0860_rm,1,86.000000000000000,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,2,429.000000000000000,LA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_LAG_0830_rm,1,83.000000000000000,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,2,429.000000000000000,LA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_ALT_0800_rm,1,80.000000000000000,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,2,419.600000000000023,AL,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_MAR_2520_rm,1,252.000000000000000,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,2,482.800000000000011,MA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_2240_rm,1,224.000000000000000,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,2,440.211392405063293,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_2190_rm,1,219.000000000000000,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,2,440.169963369963341,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_2120_rm,1,212.000000000000000,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,2,440.118681318681297,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_2090_rm,1,209.000000000000000,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,2,440.096703296703311,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_2050_rm,1,205.000000000000000,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,2,440.067399267399253,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_DRE_2817_rm,1,281.699999999999989,,5,20130522,Confluence with the Upper Mississippi River,DES PLAINES RIVER,1,504.500000000000000,DR,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_DRE_2821_rm,1,282.100000000000023,,5,20130522,Confluence with the Upper Mississippi River,DES PLAINES RIVER,1,504.500000000000000,DR,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_DRE_2825_rm,1,282.500000000000000,,5,20130522,Confluence with the Upper Mississippi River,DES PLAINES RIVER,1,504.500000000000000,DR,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_DRE_2828_rm,1,282.800000000000011,,5,20130522,Confluence with the Upper Mississippi River,DES PLAINES RIVER,1,504.500000000000000,DR,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_DRE_2832_rm,1,283.199999999999989,,5,20130522,Confluence with the Upper Mississippi River,DES PLAINES RIVER,1,504.500000000000000,DR,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_1593_rm,1,159.300000000000011,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.000000000000000,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_1597_rm,1,159.700000000000017,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.000000000000000,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_1601_rm,1,160.099999999999994,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.000000000000000,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_1685_rm,1,168.500000000000000,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.000000000000000,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_1689_rm,1,168.900000000000006,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.000000000000000,PE,NGVD1929
